created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Mon Jan 22 13:27:16 +0000 2024,1749423487557796198,"@zainul_munas Mantap, Gus Muhaimin dan PKB",0,0,0,0,in,1570640244143423488,1749405651754012719,Dartok29498097,https://twitter.com/Dartok29498097/status/1749423487557796198
Mon Jan 22 13:26:54 +0000 2024,1749423395425644679,Sekjen PKB: Putusan PN Jaksel akhiri isu keliru status hukum Muhaimin https://t.co/K7EZN3FbqK,0,0,0,0,in,897114674730106880,1749423395425644679,PPMRiau,https://twitter.com/PPMRiau/status/1749423395425644679
Mon Jan 22 13:26:54 +0000 2024,1749423393173279205,"Calon wakil presiden nomor urut 1, Muhaimin Iskandar, berjanji akan menaikkan dana  desa menjadi Rp 5 miliar per desa jika dirinya terpilih sebagai Wakil  Presiden selanjutnya. &lt  #MuhaiminIskandar #AniesMuhaimin #Pemilu2024KCM   https://t.co/e1y2iGKLDH",0,7,8,11,in,23343960,1749423393173279205,kompascom,https://twitter.com/kompascom/status/1749423393173279205
Mon Jan 22 13:26:52 +0000 2024,1749423384637878568,Sekjen PKB: Putusan PN Jaksel akhiri isu keliru status hukum Muhaimin https://t.co/bQhcLltswd,0,0,1,1,in,1618534283140030465,1749423384637878568,William24486829,https://twitter.com/William24486829/status/1749423384637878568
Mon Jan 22 13:26:50 +0000 2024,1749423377620824543,kardus durian di tahun politik tidak lebih hanya gorengan politik yang ingin menjatuhkan nama cawapres nomor urut 1 Abdul Muhaimin Iskandar  #KardusDurenGorenganPolitik  @aniesbaswedan @cakimiNOW https://t.co/VXJx8xKDeC,0,0,0,0,in,1533994726822621184,1749423377620824543,Zoelasik,https://twitter.com/Zoelasik/status/1749423377620824543
Mon Jan 22 13:26:50 +0000 2024,1749423376647758329,#KardusDurenGorenganPolitik @cakimiNOW @aniesbaswedan Sekjen PKB: Putusan PN Jaksel akhiri isu keliru status hukum Muhaimin https://t.co/7Oy1NdLvdI,0,0,1,1,in,839066905881108484,1749423376647758329,aqihira,https://twitter.com/aqihira/status/1749423376647758329
Mon Jan 22 13:26:47 +0000 2024,1749423365415456935,Sekjen PKB: Putusan PN Jaksel akhiri isu keliru status hukum Muhaimin https://t.co/0IIz9O5irp  #kardusdurengorenganpolitik,0,0,0,0,in,1599743838591258624,1749423365415456935,Abdulha44470136,https://twitter.com/Abdulha44470136/status/1749423365415456935
Mon Jan 22 13:26:36 +0000 2024,1749423316895699421,Sekjen PKB: Putusan PN Jaksel akhiri isu keliru status hukum Muhaimin https://t.co/kBeFXGGk9l  #KardusDurenGorenganPolitik,0,0,0,0,in,1690914180898213888,1749423316895699421,Heri1017587,https://twitter.com/Heri1017587/status/1749423316895699421
Mon Jan 22 13:26:23 +0000 2024,1749423264131330428,#KardusDurenGorenganPolitik @aniesbaswedan @cakimiNOW   Sekjen PKB: Putusan PN Jaksel akhiri isu keliru status hukum Muhaimin https://t.co/cp9WWfFwFl,0,0,0,0,in,1658736128894308352,1749423264131330428,johari_amin_220,https://twitter.com/johari_amin_220/status/1749423264131330428
Mon Jan 22 13:26:14 +0000 2024,1749423224906264779,Sekjen PKB: Putusan PN Jaksel akhiri isu keliru status hukum Muhaimin https://t.co/P6WevQ0x37  #KardusDurenGorenganPolitik,0,0,0,0,in,935852118690238465,1749423224906264779,CANDRASTSANDES,https://twitter.com/CANDRASTSANDES/status/1749423224906264779
Mon Jan 22 13:26:09 +0000 2024,1749423204278677659,@Sylvi4Angraini Saya pendukung pak Anies Rasyid Baswedan Turut bangga atas kerjasamanya pak Gus Muhaimin good jobs👍 Bismillah let's go Presiden dan wakil Presiden R1💪☝️💪,0,0,0,1,in,1584715303438929920,1749344926851293545,TSukroni,https://twitter.com/TSukroni/status/1749423204278677659
Mon Jan 22 13:25:22 +0000 2024,1749423006089453923,Sekjen PKB: Putusan PN Jaksel akhiri isu keliru status hukum Muhaimin https://t.co/H876LJh0rt,0,0,1,1,in,1582977512392765440,1749423006089453923,Muhamma62904026,https://twitter.com/Muhamma62904026/status/1749423006089453923
Mon Jan 22 13:25:19 +0000 2024,1749422994995528092,Isu kardus durian di tahun politik tidak lebih hanya gorengan politik yang ingin menjatuhkan nama cawapres nomor urut 1 Abdul Muhaimin Iskandar. #KardusDurenGorenganPolitik @aniesbaswedan @cakimiNOW https://t.co/zG8nPnusVt,0,0,0,1,in,1623691611451580418,1749422994995528092,AlmerJamil,https://twitter.com/AlmerJamil/status/1749422994995528092
Mon Jan 22 13:25:17 +0000 2024,1749422987189920153,Isu kardus durian di tahun politik tidak lebih hanya gorengan politik yang ingin menjatuhkan nama cawapres nomor urut 1 Abdul Muhaimin Iskandar  #KardusDurenGorenganPolitik @aniesbaswedan @cakimiNOW https://t.co/ARq7HG9b2u,0,0,0,0,in,1693604955666763776,1749422987189920153,AmpelDenta23,https://twitter.com/AmpelDenta23/status/1749422987189920153
Mon Jan 22 13:25:12 +0000 2024,1749422966595899551,Sekjen PKB: Putusan PN Jaksel akhiri isu keliru status hukum Muhaimin https://t.co/4wSnh5wniK,0,0,0,0,in,1683392868579446784,1749422966595899551,AmbarArtik11660,https://twitter.com/AmbarArtik11660/status/1749422966595899551
Mon Jan 22 13:25:05 +0000 2024,1749422936338153798,Ada yang mulai main kotor karena gagal perform.🤪 lalu goreng goreng Isu Kardus Durian di tahun politik  karena  ingin menjatuhkan nama cawapres urut 1 Gus Muhaimin. #KardusDurenGorenganPolitik  #KardusDurenGorenganPolitik  @aniesbaswedan @cakimiNOW https://t.co/tRpnsRqCR3,0,0,0,1,in,1313652981716324352,1749422936338153798,Masniwati12,https://twitter.com/Masniwati12/status/1749422936338153798
Mon Jan 22 13:24:59 +0000 2024,1749422913596559695,#KardusDurenGorenganPolitik Isu kardus durian ditahun politik tidak lebih hanya ingin menjatuhkan nama cawapres no urut 1 Abdul Muhaimin Iskandar.. @aniesbaswedan @cakimiNOW https://t.co/z2Luuskijb,0,0,0,1,in,933494124086362112,1749422913596559695,SefudinBelitang,https://twitter.com/SefudinBelitang/status/1749422913596559695
Mon Jan 22 13:24:58 +0000 2024,1749422909255544919,Mantap Gus Muhaimin👍🏻👍🏻 https://t.co/c6I9nEWiEn,0,0,1,1,in,1591037727473926144,1749422909255544919,KrisnaCruiser,https://twitter.com/KrisnaCruiser/status/1749422909255544919
Mon Jan 22 13:24:54 +0000 2024,1749422889324228896,"Sekjen PKB: Putusan PN Jaksel akhiri isu keliru status hukum Muhaimin,.  #KardusDurenGorenganPolitik  @aniesbaswedan @cakimiNOW https://t.co/y20AnOkA1c",0,0,0,0,in,1459310413242269698,1749422889324228896,mansurakuburaya,https://twitter.com/mansurakuburaya/status/1749422889324228896
Mon Jan 22 13:24:43 +0000 2024,1749422845497946603,#KardusDurenGorenganPolitik Isu kardus durian di tahun politik tidak lebih hanya gorengan politik yang ingin menjatuhkan nama cawapres nomor urut 1 Abdul Muhaimin Iskandar.  @aniesbaswedan @cakimiNOW @BagusMuhaiminS1 https://t.co/xKPzVByusg,1,0,1,0,in,1603186060787269632,1749422845497946603,BandarBaladAMIN,https://twitter.com/BandarBaladAMIN/status/1749422845497946603
Mon Jan 22 13:24:28 +0000 2024,1749422782801383906,@kurawa Kata Pa Rudi ini Emang Samsul Juara 2 Jadi Juara 1 nya adalah Anies Muhaimin. Iya Kan?,0,0,0,0,in,168563028,1749254669812310095,KangMandrun,https://twitter.com/KangMandrun/status/1749422782801383906
Mon Jan 22 13:24:22 +0000 2024,1749422758227034413,Sekjen PKB: Putusan PN Jaksel akhiri isu keliru status hukum Muhaimin #KardusDurenGorenganPolitik  @aniesbaswedan @cakimiNOW,0,0,0,1,in,1543171797906264065,1749422758227034413,KurniawanPld,https://twitter.com/KurniawanPld/status/1749422758227034413
Mon Jan 22 13:24:20 +0000 2024,1749422748588487060,Isu kardus durian di tahun politik tidak lebih hanya gorengan politik yang ingin menjatuhkan nama cawapres nomor urut 1 Abdul Muhaimin Iskandar. #KardusDurenGorenganPolitik @aniesbaswedan @cakimiNOW  https://t.co/Yt3GRJyJGv,0,0,2,2,in,922290885932359681,1749422748588487060,luqman_romli,https://twitter.com/luqman_romli/status/1749422748588487060
Mon Jan 22 13:24:04 +0000 2024,1749422682469478641,Isu kardus durian di tahun politik tidak lebih hanya gorengan politik yang ingin menjatuhkan nama cawapres nomor urut 1 Abdul Muhaimin Iskandar  #KardusDurenGorenganPolitik @aniesbaswedan @cakimiNOW https://t.co/66JcsuJyyN,0,0,0,0,in,1693604955666763776,1749422682469478641,AmpelDenta23,https://twitter.com/AmpelDenta23/status/1749422682469478641
Mon Jan 22 13:23:59 +0000 2024,1749422660571017604,Sekjen PKB: Putusan PN Jaksel akhiri isu keliru status hukum Muhaimin https://t.co/JWCYAq2ATN,0,0,0,1,in,1388124046177443851,1749422660571017604,Arian98521666,https://twitter.com/Arian98521666/status/1749422660571017604
